index,date,ACCEL_X,ACCEL_Y,ACCEL_Z
0,1782579299103,0.11,0.02,1.01
1,1782579299170,0.11,0.02,1.01
2,1782579299236,0.11,0.02,1.01
3,1782579299270,0.11,0.02,1.01
4,1782579299353,0.11,0.02,1.01
5,1782579299454,0.11,0.02,1.01
6,1782579299487,0.11,0.02,1.01
7,1782579299554,0.11,0.02,1.01
8,1782579299603,0.11,0.02,1.01
9,1782579299654,0.11,0.02,1.01
10,1782579299704,0.11,0.02,1.01
11,1782579299770,0.11,0.02,1.01
12,1782579299786,0.11,0.02,1.01
13,1782579299820,0.11,0.02,1.01
14,1782579299837,0.11,0.02,1.01
15,1782579299869,0.11,0.02,1.01
16,1782579300003,0.11,0.02,1.01
17,1782579300070,0.11,0.02,1.01
18,1782579300103,0.11,0.02,1.01
19,1782579300120,0.11,0.02,1.01
20,1782579300137,0.11,0.02,1.01
21,1782579300203,0.11,0.02,1.01
22,1782579300269,0.11,0.02,1.01
23,1782579300303,0.11,0.02,1.01
24,1782579300369,0.11,0.02,1.01
25,1782579300402,0.11,0.02,1.01
26,1782579300419,0.11,0.02,1.01
27,1782579300453,0.12,0.02,1.01
28,1782579300469,0.12,0.02,1.01
29,1782579300519,0.11,0.02,1.01
30,1782579300569,0.11,0.02,1.01
31,1782579300619,0.11,0.02,1.01
32,1782579300719,0.11,0.02,1.01
33,1782579300780,0.12,0.02,1.01
34,1782579300819,0.12,0.02,1.01
35,1782579300885,0.12,0.02,1.01
36,1782579300951,0.11,0.02,1.01
37,1782579300985,0.11,0.02,1.01
38,1782579301035,0.12,0.02,1.01
39,1782579301135,0.11,0.02,1.01
40,1782579301268,0.11,0.02,1.01
41,1782579301335,0.11,0.02,1.01
42,1782579301552,0.11,0.02,1.01
43,1782579301618,0.12,0.02,1.01
44,1782579301684,0.12,0.02,1.01
45,1782579301785,0.11,0.02,1.01
46,1782579301834,0.11,0.02,1.01
47,1782579301868,0.12,0.02,1.01
48,1782579301918,0.12,0.02,1.01
49,1782579301967,0.12,0.02,1.01
50,1782579302035,0.12,0.02,1.01
51,1782579302068,0.12,0.02,1.01
52,1782579302118,0.12,0.02,1.01
53,1782579302184,0.12,0.02,1.01
54,1782579302234,0.12,0.02,1.01
55,1782579302300,0.11,0.02,1.01
56,1782579302334,0.11,0.02,1.01
57,1782579302401,0.11,0.02,1.01
58,1782579302451,0.11,0.02,1.01
59,1782579302518,0.11,0.02,1.01
60,1782579302700,0.11,0.02,1.01
61,1782579302733,0.11,0.02,1.01
62,1782579302817,0.12,0.02,1.01
63,1782579302884,0.12,0.02,1.01
64,1782579302950,0.11,0.02,1.01
65,1782579303000,0.11,0.02,1.01
66,1782579303051,0.11,0.02,1.01
67,1782579303116,0.12,0.02,1.01
68,1782579303150,0.12,0.02,1.01
69,1782579303250,0.12,0.02,1.01
70,1782579303316,0.11,0.02,1.01
71,1782579303349,0.11,0.02,1.01
72,1782579303433,0.11,0.02,1.01
73,1782579303500,0.11,0.02,1.01
74,1782579303566,0.11,0.02,1.01
75,1782579303600,0.11,0.02,1.01
76,1782579303667,0.11,0.02,1.01
77,1782579303716,0.11,0.02,1.01
78,1782579303801,0.11,0.02,1.01
79,1782579303833,0.11,0.02,1.01
80,1782579303883,0.11,0.02,1.01
81,1782579303949,0.11,0.02,1.01
82,1782579303982,0.11,0.02,1.01
83,1782579304032,0.11,0.02,1.01
84,1782579304083,0.11,0.02,1.01
85,1782579304166,0.12,0.02,1.01
86,1782579304216,0.12,0.02,1.01
87,1782579304266,0.12,0.02,1.01
88,1782579304399,0.11,0.02,1.01
89,1782579304482,0.11,0.02,1.01
90,1782579304532,0.11,0.02,1.01
91,1782579304582,0.11,0.02,1.01
92,1782579304632,0.11,0.02,1.01
93,1782579304666,0.12,0.02,1.01
94,1782579304716,0.12,0.02,1.01
95,1782579304732,0.12,0.02,1.01
96,1782579304765,0.11,0.02,1.01
97,1782579304816,0.12,0.02,1.01
98,1782579304865,0.12,0.02,1.01
99,1782579304915,0.12,0.02,1.01
100,1782579304966,0.11,0.02,1.01
101,1782579305031,0.11,0.02,1.01
102,1782579305048,0.12,0.02,1.01
103,1782579305098,0.11,0.02,1.01
104,1782579305148,0.11,0.02,1.01
105,1782579305181,0.12,0.02,1.01
106,1782579305216,0.12,0.02,1.01
107,1782579305315,0.12,0.02,1.01
108,1782579305349,0.12,0.02,1
109,1782579305415,0.12,0.02,1
110,1782579305481,0.11,0.02,1
111,1782579305564,0.11,0.02,1.01
112,1782579305648,0.11,0.02,1.01
113,1782579305765,0.11,0.02,1.01
114,1782579305848,0.11,0.02,1.01
115,1782579305865,0.11,0.02,1.01
116,1782579305931,0.11,0.02,1.01
117,1782579305997,0.11,0.02,1.01
118,1782579306065,0.11,0.02,1.01
119,1782579306131,0.11,0.02,1.01
120,1782579306164,0.11,0.02,1.01
121,1782579306197,0.11,0.02,1.01
122,1782579306214,0.11,0.02,1
123,1782579306264,0.11,0.02,1.02
124,1782579306331,0.11,0.02,1.01
125,1782579306397,0.12,0.02,1.01
126,1782579306431,0.12,0.02,1.01
127,1782579306447,0.12,0.02,1.01
128,1782579306481,0.11,0.02,1.01
129,1782579306547,0.11,0.02,1.01
130,1782579306648,0.11,0.02,1.01
131,1782579306680,0.11,0.02,1.01
132,1782579306730,0.11,0.02,1.01
133,1782579306747,0.11,0.02,1.01
134,1782579306780,0.11,0.02,1
135,1782579306813,0.12,0.02,1.01
136,1782579306847,0.11,0.02,1.01
137,1782579306863,0.11,0.02,1
138,1782579306880,0.11,0.02,1.01
139,1782579306914,0.11,0.02,1
140,1782579306964,0.11,0.02,1
141,1782579307014,0.11,0.02,1.01
142,1782579307046,0.10000000000000001,0.02,1.01
143,1782579307097,0.10000000000000001,0.02,1
144,1782579307130,0.11,0.02,1.01
145,1782579307196,0.11,0.02,1
146,1782579307247,0.11,0.02,1.01
147,1782579307314,0.11,0.02,1.02
148,1782579307429,0.13,0.040000000000000001,1.02
149,1782579307446,0.13,0.040000000000000001,1.02
150,1782579307479,0.13,0.040000000000000001,1.1000000000000001
151,1782579307546,0.13,0.029999999999999999,1.1000000000000001
152,1782579307713,0.14999999999999999,0.02,0.97999999999999998
153,1782579307729,0.11,0.02,0.93999999999999995
154,1782579307746,0.11,0.029999999999999999,1
155,1782579307780,0.11,0.059999999999999998,1
156,1782579307929,0.14000000000000001,0.059999999999999998,1.0700000000000001
157,1782579308046,0.14000000000000001,-0.02,0.96999999999999997
158,1782579308129,0.14000000000000001,0.01,0.96999999999999997
159,1782579308146,0.089999999999999997,0.050000000000000003,1.0900000000000001
160,1782579308196,0.089999999999999997,-0.01,1.0900000000000001
161,1782579308279,0.089999999999999997,-0.01,1.0900000000000001
162,1782579308363,0.089999999999999997,-0.029999999999999999,1.0600000000000001
163,1782579308412,0.12,-0.02,0.97999999999999998
164,1782579308462,0.12,-0.02,0.93000000000000005
165,1782579308512,0.13,0.01,0.90000000000000002
166,1782579308596,0.13,0.040000000000000001,0.90000000000000002
167,1782579308696,0.089999999999999997,0.059999999999999998,1
168,1782579308828,0.14000000000000001,0.059999999999999998,1.02
169,1782579308879,0.14000000000000001,0.059999999999999998,1.02
170,1782579308945,0.13,0.10000000000000001,0.94999999999999996
171,1782579308962,0.13,0.10000000000000001,0.98999999999999999
172,1782579308979,0.16,0.070000000000000007,0.98999999999999999
173,1782579309029,0.20000000000000001,0.02,0.94999999999999996
174,1782579309079,0.20000000000000001,0.01,0.94999999999999996
175,1782579309129,0.17999999999999999,0.01,0.93999999999999995
176,1782579309211,0.16,0.01,0.93999999999999995
177,1782579309312,0.089999999999999997,0.050000000000000003,0.95999999999999996
178,1782579309378,0.089999999999999997,0.050000000000000003,1.1200000000000001
179,1782579309428,0.089999999999999997,0.050000000000000003,1.1200000000000001
180,1782579309495,0.089999999999999997,0.050000000000000003,1.1200000000000001
181,1782579309561,0.089999999999999997,0.01,0.94999999999999996
182,1782579309662,0.059999999999999998,0.01,1.02
183,1782579309761,0.050000000000000003,-0.01,1
184,1782579309811,0.050000000000000003,0.01,1.02
185,1782579309861,0.13,0.02,1.1100000000000001
186,1782579309911,0.13,0.029999999999999999,1.1499999999999999
187,1782579309994,0.10000000000000001,0.029999999999999999,1.1499999999999999
188,1782579310077,0.10000000000000001,0.029999999999999999,1.1200000000000001
189,1782579310094,0.13,0.050000000000000003,0.96999999999999997
190,1782579310128,0.12,0.040000000000000001,0.98999999999999999
191,1782579310228,0.10000000000000001,0.040000000000000001,1.02
192,1782579310277,0.10000000000000001,0.02,1.02
193,1782579310377,0.14999999999999999,0.02,1.01
194,1782579310444,0.14999999999999999,0.01,1.02
195,1782579310460,0.14999999999999999,0.01,1.02
196,1782579310478,0.13,0.01,1.02
197,1782579310510,0.14999999999999999,0.01,1
198,1782579310544,0.10000000000000001,0.01,1.02
199,1782579310577,0.080000000000000002,0.01,1
200,1782579310627,0.11,0.02,1.02
201,1782579310677,0.11,0.02,1.01
202,1782579310827,0.12,0.02,1.03
203,1782579310894,0.12,0.029999999999999999,0.98999999999999999
204,1782579310927,0.12,0.02,0.98999999999999999
205,1782579310994,0.12,0.02,1.01
206,1782579311110,0.11,0.02,1.01
207,1782579311177,0.11,0.02,1.01
208,1782579311260,0.11,0.02,1.01
209,1782579311310,0.11,0.02,1.01
210,1782579311343,0.11,0.02,1.01
211,1782579311360,0.11,0.02,1
212,1782579311394,0.11,0.02,1
213,1782579311477,0.11,0.02,1.01
214,1782579311510,0.11,0.02,1
215,1782579311559,0.12,0.02,1.01
216,1782579311610,0.12,0.02,1.01
217,1782579311676,0.12,0.02,1.01
218,1782579311710,0.12,0.029999999999999999,1.01
219,1782579311793,0.12,0.029999999999999999,1.01
220,1782579311843,0.11,0.029999999999999999,1.01
221,1782579311910,0.12,0.029999999999999999,1.01
222,1782579311960,0.11,0.029999999999999999,1
223,1782579311994,0.11,0.029999999999999999,1.01
224,1782579312093,0.12,0.02,1.01
225,1782579312276,0.12,0.02,1.01
226,1782579312343,0.12,0.02,1.01
227,1782579312459,0.12,0.02,1.01
228,1782579312509,0.12,0.02,1.01
229,1782579312542,0.11,0.02,1.01
230,1782579312575,0.11,0.02,1.01
231,1782579312642,0.11,0.02,1.01
232,1782579312742,0.11,0.02,1.01
233,1782579312775,0.11,0.02,1.01
234,1782579312825,0.11,0.02,1.01
235,1782579312899,0.12,0.02,1.01
236,1782579312942,0.12,0.02,1.01
237,1782579312959,0.12,0.02,1.01
238,1782579312975,0.12,0.02,1.01
239,1782579313044,0.12,0.029999999999999999,1.01
240,1782579313093,0.12,0.02,1.01
241,1782579313143,0.12,0.029999999999999999,1.01
242,1782579313227,0.12,0.029999999999999999,1.01
243,1782579313292,0.12,0.02,1.01
244,1782579313326,0.12,0.02,1.01
245,1782579313392,0.12,0.02,1.01
246,1782579313475,0.12,0.02,1.01
247,1782579313543,0.11,0.02,1.01
248,1782579313610,0.11,0.02,1.01
249,1782579313642,0.11,0.029999999999999999,1.01
250,1782579313692,0.11,0.029999999999999999,1.01
251,1782579313795,0.11,0.02,1.01
252,1782579313875,0.11,0.02,1.01
253,1782579313909,0.11,0.02,1.01
254,1782579313942,0.11,0.02,1.01
255,1782579314009,0.12,0.02,1.01
256,1782579314043,0.11,0.02,1.01
257,1782579314059,0.11,0.02,1.01
258,1782579314076,0.11,0.02,1.01
259,1782579314093,0.11,0.02,1.01
260,1782579314125,0.12,0.02,1.01
261,1782579314173,0.12,0.02,1.01
262,1782579314274,0.11,0.02,1.01
263,1782579314324,0.12,0.02,1.01
264,1782579314374,0.11,0.02,1.01
265,1782579314423,0.11,0.02,1.01
266,1782579314473,0.11,0.02,1.01
267,1782579314523,0.11,0.02,1.01
268,1782579314590,0.12,0.02,1.01
269,1782579314674,0.12,0.02,1.01
270,1782579314709,0.12,0.02,1.01
271,1782579314790,0.11,0.02,1.01
272,1782579314846,0.11,0.02,1.01
273,1782579314862,0.12,0.02,1.01
274,1782579314926,0.12,0.02,1.01
275,1782579314959,0.11,0.02,1.01
276,1782579315108,0.12,0.02,1.01
277,1782579315175,0.12,0.02,1.01
278,1782579315239,0.12,0.02,1.01
279,1782579315273,0.11,0.02,1.01
280,1782579315357,0.11,0.02,1.01
281,1782579315373,0.11,0.02,1.01
282,1782579315440,0.11,0.02,1.01
283,1782579315506,0.11,0.02,1.01
284,1782579315539,0.11,0.02,1.01
285,1782579315589,0.11,0.02,1.01
286,1782579315673,0.12,0.02,1.01
287,1782579315774,0.12,0.02,1.01
288,1782579315856,0.11,0.02,1.01
289,1782579315889,0.12,0.02,1.01
290,1782579315939,0.12,0.02,1.01
291,1782579315989,0.12,0.02,1.01
292,1782579316022,0.12,0.02,1.01
293,1782579316039,0.12,0.02,1.01
294,1782579316089,0.12,0.02,1.01
295,1782579316155,0.12,0.02,1.01
296,1782579316223,0.12,0.02,1.01
297,1782579316272,0.11,0.02,1.01
298,1782579316322,0.11,0.02,1.01
299,1782579316439,0.12,0.02,1.01
300,1782579316489,0.12,0.02,1.01
301,1782579517852,0.040000000000000001,0,1.01
302,1782579517919,0.040000000000000001,0,1.01
303,1782579517986,0.040000000000000001,0,1.01
304,1782579518020,0.040000000000000001,0,1.01
305,1782579518070,0.040000000000000001,0,1.01
306,1782579518135,0.040000000000000001,0,1.01
307,1782579518185,0.040000000000000001,0.01,1.01
308,1782579518202,0.040000000000000001,0,1.01
309,1782579518235,0.040000000000000001,0,1.01
310,1782579518252,0.040000000000000001,0,1.01
311,1782579518268,0.040000000000000001,0,1.01
312,1782579518319,0.040000000000000001,0,1.01
313,1782579518352,0.040000000000000001,0,1.01
314,1782579518402,0.040000000000000001,0,1.01
315,1782579518452,0.040000000000000001,0,1.02
316,1782579518518,0.040000000000000001,0,1.02
317,1782579518551,0.040000000000000001,0,1.02
318,1782579518618,0.040000000000000001,0.01,1.01
319,1782579518684,0.040000000000000001,0.01,1.01
320,1782579518718,0.040000000000000001,0.01,1.01
321,1782579518751,0.040000000000000001,0.01,1.01
322,1782579518785,0.040000000000000001,0.01,1.01
323,1782579518802,0.040000000000000001,0.01,1.01
324,1782579518819,0.040000000000000001,0,1.01
325,1782579518835,0.040000000000000001,0,1.01
326,1782579518885,0.040000000000000001,0,1.01
327,1782579518935,0.040000000000000001,0,1.01
328,1782579518951,0.040000000000000001,0,1.01
329,1782579519002,0.040000000000000001,0,1.01
330,1782579519051,0.040000000000000001,0,1.01
331,1782579519102,0.040000000000000001,0,1.01
332,1782579519168,0.040000000000000001,0,1.01
333,1782579519235,0.040000000000000001,0,1.01
334,1782579519252,0.040000000000000001,0,1.01
335,1782579519301,0.040000000000000001,0,1.02
336,1782579519385,0.040000000000000001,0,1.02
337,1782579519385,0.040000000000000001,0,1.02
338,1782579519417,0.040000000000000001,0,1.02
