index,date,STACK_UNDER,2,3,4,5,6,7,8
0,1765227023573,0,2,3,3.19,0,0,0,0
1,1765227027179,0,1,3,3.23,0,0,0,0
2,1765227030861,0,1,3,3.23,0,0,0,0
3,1765227032405,0,1,3,3.24,0,0,0,0
4,1765227032580,0,1,3,3.24,0,0,0,0
5,1765227034188,0,1,3,3.24,0,0,0,0
6,1765227039345,0,1,3,3.24,0,0,0,0
7,1765227046310,0,1,3,3.24,0,0,0,0
8,1765227047869,0,1,3,3.24,0,0,0,0
9,1765227049620,0,1,3,3.24,0,0,0,0
10,1765227052969,0,1,3,3.24,0,0,0,0
11,1765227054735,0,1,3,3.24,0,0,0,0
12,1765227062102,0,1,3,3.25,0,0,0,0
13,1765227062301,0,1,3,3.25,0,0,0,0
14,1765227064201,0,1,3,3.25,0,0,0,0
15,1765227067774,0,1,3,3.25,0,0,0,0
16,1765227074615,0,1,3,3.25,0,0,0,0
17,1765227146494,0,1,3,3.25,0,0,0,0
18,1765227148035,0,1,3,3.25,0,0,0,0
19,1765227149851,0,1,3,3.25,0,0,0,0
20,1765227153161,0,1,3,3.25,0,0,0,0
21,1765227155118,0,1,3,3.25,0,0,0,0
22,1765227159388,0,1,3,3.25,0,0,0,0
23,1765227161021,0,1,3,3.25,0,0,0,0
24,1765227161179,0,1,3,3.25,0,0,0,0
25,1765227166045,0,1,3,3.25,0,0,0,0
26,1765227171259,0,1,3,3.25,0,0,0,0
27,1765227172868,0,1,3,3.25,0,0,0,0
28,1765227181386,0,2,3,3.07,0,0,0,0
29,1765227182996,0,2,3,2.97,0,0,0,0
30,1765227184694,0,2,3,2.93,0,0,0,0
31,1765227186478,0,2,3,2.96,0,0,0,0
32,1765227193393,0,1,3,3.24,0,0,0,0
33,1765227193565,0,1,3,3.24,0,0,0,0
34,1765227198379,0,2,3,3.01,0,0,0,0
35,1765227201770,0,2,3,2.83,0,0,0,0
36,1765227201812,0,2,3,2.81,0,0,0,0
37,1765227203347,0,2,3,2.79,0,0,0,0
38,1765227208368,0,2,3,5.54,0,0,0,0
39,1765227211690,0,2,3,3.1,0,0,0,0
40,1765227211899,0,2,3,3.03,0,0,0,0
41,1765227215159,0,2,3,2.78,0,0,0,0
42,1765227220360,0,2,3,2.76,0,0,0,0
43,1765227222167,0,2,3,2.97,0,0,0,0
44,1765227222321,0,2,3,2.96,0,0,0,0
45,1765227225825,0,1,3,3.21,0,0,0,0
46,1765227225993,0,1,3,3.21,0,0,0,0
47,1765227229282,2,1,3,3.2,0,0,0,0
48,1765227229337,2,1,3,3.2,0,0,0,0
49,1765227231106,2,1,3,3.21,0,0,0,0
50,1765227232623,2,1,3,3.22,0,0,0,0
51,1765227232668,2,1,3,3.22,0,0,0,0
52,1765227232804,2,1,3,3.22,0,0,0,0
53,1765227234418,2,1,3,3.22,0,0,0,0
54,1765227236153,2,1,3,3.22,0,0,0,0
55,1765227237962,2,1,3,3.22,0,0,0,0
56,1765227239484,2,1,3,3.23,0,0,0,0
57,1765227239658,2,1,3,3.23,0,0,0,0
58,1765227241288,2,1,3,3.23,0,0,0,0
59,1765227242983,2,1,3,3.23,0,0,0,0
60,1765227243027,2,1,3,3.23,0,0,0,0
61,1765227244773,2,1,3,3.23,0,0,0,0
62,1765227246380,2,1,3,3.23,0,0,0,0
63,1765227246492,2,1,3,3.23,0,0,0,0
64,1765227246558,2,1,3,3.23,0,0,0,0
65,1765227248131,2,1,3,3.23,0,0,0,0
66,1765227249934,2,1,3,3.23,0,0,0,0
67,1765227250124,2,1,3,3.23,0,0,0,0
68,1765227251650,2,1,3,3.24,0,0,0,0
69,1765227253249,2,1,3,3.24,0,0,0,0
70,1765227253466,2,1,3,3.24,0,0,0,0
71,1765227253499,2,1,3,3.24,0,0,0,0
72,1765227255042,2,1,3,3.24,0,0,0,0
73,1765227255226,2,1,3,3.24,0,0,0,0
74,1765227255293,2,1,3,3.24,0,0,0,0
75,1765227257306,2,1,3,3.24,0,0,0,0
76,1765227258913,2,1,3,3.24,0,0,0,0
77,1765227258977,2,1,3,3.24,0,0,0,0
78,1765227260719,2,1,3,3.24,0,0,0,0
79,1765227260752,2,1,3,3.24,0,0,0,0
80,1765227262587,2,1,3,3.24,0,0,0,0
81,1765227262611,2,1,3,3.24,0,0,0,0
82,1765227267193,0,1,3,3.24,0,0,0,0
83,1765227269136,0,1,3,3.24,0,0,0,0
84,1765227270938,0,1,3,3.24,0,0,0,0
85,1765227275632,0,1,3,3.24,0,0,0,0
86,1765227285885,0,1,3,3.24,0,0,0,0
87,1765227291607,0,1,3,3.25,0,0,0,0
88,1765227325930,0,1,3,3.24,0,0,0,0
89,1765227327420,0,1,3,3.24,0,0,0,0
90,1765227698994,0,1,3,3.26,0,0,0,0
91,1765227702841,0,1,3,3.26,0,0,0,0
92,1765227706523,0,1,3,3.26,0,0,0,0
93,1765227709999,0,1,3,3.26,0,0,0,0
94,1765227710166,0,1,3,3.26,0,0,0,0
95,1765227711791,0,1,3,3.26,0,0,0,0
96,1765227711950,0,1,3,3.26,0,0,0,0
97,1765227716848,0,1,3,3.26,0,0,0,0
98,1765227719012,0,1,3,3.26,0,0,0,0
99,1765227723914,0,1,3,3.24,0,0,0,0
100,1765227733953,0,1,3,3.23,0,0,0,0
101,1765227737528,0,4,3,3.07,0,0,0,0
102,1765227742809,0,1,3,3.25,0,0,0,0
103,1765227751803,0,1,3,3.25,0,0,0,0
104,1765227759902,0,4,3,2.85,0,0,0,0
105,1765227761518,0,4,3,2.72,0,0,0,0
106,1765227761677,0,4,3,2.86,0,0,0,0
107,1765227771903,0,2,3,2.71,0,0,0,0
108,1765227777096,0,1,3,3.21,0,0,0,0
109,1765227777289,0,1,3,3.21,0,0,0,0
110,1765227779037,0,1,3,3.22,0,0,0,0
111,1765227780695,0,2,3,2.75,0,0,0,0
112,1765227780820,0,2,3,2.64,0,0,0,0
113,1765227785635,0,2,3,2.63,0,0,0,0
114,1765227787386,0,2,3,2.4,0,0,0,0
115,1765227790618,0,2,3,2.95,0,0,0,0
116,1765227792368,0,1,3,3.2,0,0,0,0
117,1765227797367,0,2,3,2.82,0,0,0,0
118,1765227800658,0,2,3,2.82,0,0,0,0
119,1765227802449,0,2,3,2.81,0,0,0,0
120,1765227805783,0,2,3,2.82,0,0,0,0
121,1765227811239,0,1,3,3.21,0,0,0,0
122,1765227822933,0,2,3,3.15,0,0,0,0
123,1765227826200,0,2,3,2.94,0,0,0,0
124,1765227827924,0,2,3,2.83,0,0,0,0
125,1765227837982,0,1,3,3.2,0,0,0,0
126,1765227839773,0,2,3,2.51,0,0,0,0
127,1765227841540,0,2,3,2.29,0,0,0,0
128,1765227843188,2,2,3,2.25,0,0,0,0
129,1765227843348,2,2,3,2.98,0,0,0,0
130,1765227845013,2,1,3,3.2,0,0,0,0
131,1765227846774,2,1,3,3.2,0,0,0,0
132,1765227846798,2,1,3,3.2,0,0,0,0
133,1765227846986,2,1,3,3.2,0,0,0,0
134,1765227848616,2,1,3,3.21,0,0,0,0
135,1765227850280,2,1,3,3.21,0,0,0,0
136,1765227852167,2,1,3,3.21,0,0,0,0
137,1765227852201,2,1,3,3.21,0,0,0,0
138,1765227853574,2,1,3,3.22,0,0,0,0
139,1765227855309,2,1,3,3.22,0,0,0,0
140,1765227856905,2,1,3,3.22,0,0,0,0
141,1765227857094,2,1,3,3.22,0,0,0,0
142,1765227865268,0,1,3,3.22,0,0,0,0
143,1765227868373,0,1,3,3.23,0,0,0,0
144,1765227870213,0,1,3,3.23,0,0,0,0
145,1765227879314,0,1,3,3.23,0,0,0,0
146,1765227887674,0,1,3,3.24,0,0,0,0
147,1765227887825,0,1,3,3.24,0,0,0,0
148,1765227896239,0,1,3,3.24,0,0,0,0
149,1765227899514,0,1,3,3.24,0,0,0,0
150,1765227906731,0,1,3,3.24,0,0,0,0
151,1765227908590,0,1,3,3.24,0,0,0,0
152,1765227912329,0,1,3,3.24,0,0,0,0
153,1765227919332,0,1,3,3.24,0,0,0,0
154,1765227920940,0,1,3,3.24,0,0,0,0
155,1765227937395,0,1,3,3.24,0,0,0,0
156,1765227942674,0,1,3,3.25,0,0,0,0
157,1765227944341,0,1,3,3.25,0,0,0,0
158,1765227944515,0,1,3,3.25,0,0,0,0
159,1765227946198,0,1,3,3.25,0,0,0,0
160,1765227946417,0,1,3,3.25,0,0,0,0
161,1765227948215,0,1,3,3.25,0,0,0,0
162,1765227960677,0,1,3,3.25,0,0,0,0
163,1765227963761,0,1,3,3.25,0,0,0,0
164,1765227968056,0,1,3,3.25,0,0,0,0
165,1765227969056,0,1,3,3.25,0,0,0,0
166,1765227969216,0,1,3,3.25,0,0,0,0
167,1765227970416,0,1,3,3.25,0,0,0,0
168,1765227971645,0,1,3,3.25,0,0,0,0
169,1765227975123,0,1,3,3.25,0,0,0,0
170,1765227978916,0,1,3,3.25,0,0,0,0
171,1765227980472,0,1,3,3.25,0,0,0,0
172,1765227981522,0,1,3,3.25,0,0,0,0
173,1765227981740,0,1,3,3.25,0,0,0,0
174,1765227985734,0,1,3,3.25,0,0,0,0
175,1765227986814,0,1,3,3.25,0,0,0,0
176,1765227990272,0,1,3,3.25,0,0,0,0
177,1765228030992,0,1,3,3.25,0,0,0,0
178,1765228032251,0,1,3,3.25,0,0,0,0
179,1765228035901,0,1,3,3.25,0,0,0,0
180,1765228039518,0,1,3,3.25,0,0,0,0
181,1765228044275,0,1,3,3.25,0,0,0,0
182,1765228044466,0,1,3,3.25,0,0,0,0
183,1765228045541,0,1,3,3.25,0,0,0,0
184,1765228048082,0,1,3,3.25,0,0,0,0
185,1765228048259,0,1,3,3.25,0,0,0,0
186,1765228055606,0,1,3,3.25,0,0,0,0
187,1765228059213,0,1,3,3.25,0,0,0,0
188,1765228060432,0,1,3,3.25,0,0,0,0
189,1765228061612,0,1,3,3.25,0,0,0,0
190,1765228063116,0,1,3,3.25,0,0,0,0
191,1765228083964,0,1,3,3.25,0,0,0,0
192,1765228089050,0,1,3,3.25,0,0,0,0
193,1765228090824,0,1,3,3.25,0,0,0,0
194,1765228092506,0,1,3,3.25,0,0,0,0
195,1765228094358,0,1,3,3.25,0,0,0,0
196,1765228095865,0,1,3,3.25,0,0,0,0
197,1765228102676,0,1,3,3.25,0,0,0,0
198,1765228104367,0,2,3,3.14,0,0,0,0
199,1765228106000,0,2,3,3.14,0,0,0,0
200,1765228111016,0,2,3,3.04,0,0,0,0
201,1765228111224,0,2,3,3.04,0,0,0,0
202,1765228112850,0,2,3,3.03,0,0,0,0
203,1765228112991,0,2,3,3.02,0,0,0,0
204,1765228114799,0,2,3,2.98,0,0,0,0
205,1765228121361,0,4,3,2.92,0,0,0,0
206,1765228128107,0,1,3,3.23,0,0,0,0
207,1765228136446,0,1,3,3.24,0,0,0,0
208,1765228145053,0,4,3,2.91,0,0,0,0
209,1765228146860,0,4,3,3.01,0,0,0,0
210,1765228150419,0,1,3,3.23,0,0,0,0
211,1765228151993,0,4,3,2.72,0,0,0,0
212,1765228163617,0,1,3,3.22,0,0,0,0
213,1765228171961,0,1,3,3.23,0,0,0,0
214,1765228175844,0,1,3,3.23,0,0,0,0
215,1765228175881,0,1,3,3.23,0,0,0,0
216,1765228182664,0,1,3,3.24,0,0,0,0
217,1765228182873,0,1,3,3.24,0,0,0,0
218,1765228186774,0,1,3,3.21,0,0,0,0
219,1765228189541,0,4,3,3.13,0,0,0,0
220,1765228189641,0,4,3,3.15,0,0,0,0
221,1765228192914,0,1,3,3.23,0,0,0,0
222,1765228204886,0,1,3,3.24,0,0,0,0
223,1765228208650,0,1,3,3.24,0,0,0,0
224,1765228211727,0,1,3,3.24,0,0,0,0
225,1765228217289,0,1,3,3.24,0,0,0,0
226,1765228220895,0,1,3,3.24,0,0,0,0
227,1765228222635,0,1,3,3.24,0,0,0,0
228,1765228224327,0,1,3,3.24,0,0,0,0
229,1765228225945,0,1,3,3.24,0,0,0,0
230,1765228229430,0,1,3,3.24,0,0,0,0
231,1765228365872,0,1,3,3.25,0,0,0,0
232,1765228372256,0,1,3,3.25,0,0,0,0
233,1765228375614,0,1,3,3.25,0,0,0,0
234,1765228380837,0,1,3,3.25,0,0,0,0
235,1765228387003,0,1,3,3.25,0,0,0,0
236,1765228388711,0,1,3,3.25,0,0,0,0
237,1765228395334,0,1,3,3.25,0,0,0,0
238,1765228402582,0,1,3,3.25,0,0,0,0
239,1765228402775,0,1,3,3.25,0,0,0,0
240,1765228406317,0,1,3,3.25,0,0,0,0
241,1765228406473,0,1,3,3.25,0,0,0,0
242,1765228413125,0,1,3,3.25,0,0,0,0
243,1765228413283,0,1,3,3.25,0,0,0,0
244,1765228414956,0,1,3,3.25,0,0,0,0
245,1765228415165,0,1,3,3.25,0,0,0,0
246,1765228418497,0,1,3,3.25,0,0,0,0
247,1765228421984,0,1,3,3.25,0,0,0,0
248,1765228423565,0,1,3,3.25,0,0,0,0
249,1765228423745,0,1,3,3.25,0,0,0,0
250,1765228427088,0,1,3,3.25,0,0,0,0
251,1765228428816,0,1,3,3.25,0,0,0,0
252,1765228432216,0,1,3,3.25,0,0,0,0
253,1765228451875,0,1,3,3.25,0,0,0,0
254,1765228452098,0,1,3,3.25,0,0,0,0
255,1765228453680,0,1,3,3.25,0,0,0,0
256,1765228455432,0,1,3,3.25,0,0,0,0
257,1765228464378,0,1,3,3.25,0,0,0,0
258,1765228465819,0,1,3,3.25,0,0,0,0
259,1765228469490,0,1,3,3.25,0,0,0,0
260,1765228485393,0,1,3,3.25,0,0,0,0
261,1765228491941,0,1,3,3.25,0,0,0,0
262,1765228493652,0,1,3,3.25,0,0,0,0
263,1765228498769,0,1,3,3.25,0,0,0,0
264,1765228506496,0,1,3,3.25,0,0,0,0
265,1765228507121,0,1,3,3.25,0,0,0,0
266,1765228508139,0,1,3,3.25,0,0,0,0
267,1765228510933,0,1,3,3.25,0,0,0,0
268,1765228511468,0,1,3,3.25,0,0,0,0
269,1765228512118,0,1,3,3.25,0,0,0,0
270,1765228512710,0,1,3,3.25,0,0,0,0
271,1765228513332,0,1,3,3.25,0,0,0,0
272,1765228523706,0,1,3,3.25,0,0,0,0
273,1765228524332,0,1,3,3.25,0,0,0,0
274,1765228524964,0,1,3,3.25,0,0,0,0
275,1765228526968,0,1,3,3.25,0,0,0,0
276,1765228528786,0,1,3,3.25,0,0,0,0
277,1765228530196,0,1,3,3.25,0,0,0,0
278,1765228530804,0,1,3,3.25,0,0,0,0
279,1765228531419,0,1,3,3.25,0,0,0,0
280,1765228532032,0,1,3,3.25,0,0,0,0
281,1765228533705,0,1,3,3.25,0,0,0,0
282,1765228535386,0,1,3,3.25,0,0,0,0
283,1765228539028,0,1,3,3.25,0,0,0,0
284,1765228539172,0,1,3,3.25,0,0,0,0
285,1765228541054,0,1,3,3.25,0,0,0,0
286,1765228542401,0,1,3,3.25,0,0,0,0
287,1765228546189,0,1,3,3.25,0,0,0,0
288,1765228548877,0,1,3,3.25,0,0,0,0
289,1765228551111,0,1,3,3.25,0,0,0,0
290,1765228551918,0,1,3,3.25,0,0,0,0
291,1765228552341,0,1,3,3.25,0,0,0,0
292,1765228557519,0,1,3,3.25,0,0,0,0
293,1765228558146,0,1,3,3.25,0,0,0,0
294,1765228558775,0,1,3,3.25,0,0,0,0
295,1765228559405,0,1,3,3.25,0,0,0,0
296,1765228563521,0,1,3,3.26,0,0,0,0
297,1765228568090,0,1,3,3.25,0,0,0,0
298,1765228578386,0,1,3,3.25,0,0,0,0
299,1765228581733,0,1,3,3.25,0,0,0,0
300,1765228581869,0,1,3,3.25,0,0,0,0
301,1765228583444,0,1,3,3.25,0,0,0,0
302,1765228588579,0,1,3,3.25,0,0,0,0
303,1765228590408,0,1,3,3.25,0,0,0,0
304,1765228590620,0,1,3,3.25,0,0,0,0
305,1765228592175,0,2,3,3.2,0,0,0,0
306,1765228592360,0,4,3,3.03,0,0,0,0
307,1765228596276,2,3,3,3.01,0,0,0,0
308,1765228596286,2,3,3,3.01,0,0,0,0
309,1765228596336,2,1,3,3.22,0,0,0,0
310,1765228597686,2,1,3,3.23,0,0,0,0
311,1765228597863,2,1,3,3.23,0,0,0,0
312,1765228599555,2,1,3,3.23,0,0,0,0
313,1765228599658,2,1,3,3.23,0,0,0,0
314,1765228599718,2,1,3,3.23,0,0,0,0
315,1765228601249,2,1,3,3.24,0,0,0,0
316,1765228603040,2,1,3,3.24,0,0,0,0
317,1765228604601,2,1,3,3.24,0,0,0,0
318,1765228604759,2,1,3,3.24,0,0,0,0
319,1765228606385,2,1,3,3.24,0,0,0,0
320,1765228606516,2,1,3,3.24,0,0,0,0
321,1765228608101,2,1,3,3.24,0,0,0,0
322,1765228609833,2,1,3,3.24,0,0,0,0
323,1765228609868,2,1,3,3.24,0,0,0,0
324,1765228611481,2,1,3,3.24,0,0,0,0
325,1765228611678,2,1,3,3.24,0,0,0,0
326,1765228613194,2,1,3,3.24,0,0,0,0
327,1765228614958,2,40961,43523,3.24,0,0,0,0
328,1765228616438,2,1,3,3.25,0,0,0,0
329,1765228616592,2,1,3,3.25,0,0,0,0
330,1765228616652,2,1,3,3.25,0,0,0,0
331,1765228618235,2,1,3,3.25,0,0,0,0
332,1765228618294,2,1,3,3.25,0,0,0,0
333,1765228618426,2,1,3,3.25,0,0,0,0
334,1765228619993,2,1,3,3.25,0,0,0,0
335,1765228629258,0,1,3,3.25,0,0,0,0
336,1765228632600,0,1,3,3.25,0,0,0,0
337,1765228638017,0,1,3,3.25,0,0,0,0
338,1765228645340,0,1,3,3.25,0,0,0,0
339,1765228647056,0,1,3,3.25,0,0,0,0
340,1765228648674,0,1,3,3.25,0,0,0,0
341,1765228650425,0,1,3,3.25,0,0,0,0
342,1765228652258,0,1,3,3.25,0,0,0,0
343,1765228655753,0,1,3,3.25,0,0,0,0
344,1765228657269,0,1,3,3.25,0,0,0,0
345,1765228659028,51334,20546,20563,3.21,0,0,0,0
346,1765228660578,0,2,3,3.11,0,0,0,0
347,1765228662326,0,2,3,3.04,0,0,0,0
348,1765228667582,0,2,3,2.94,0,0,0,0
349,1765228670931,0,2,3,2.95,0,0,0,0
350,1765228679941,0,1,3,3.24,0,0,0,0
351,1765228683275,0,1,3,3.24,0,0,0,0
352,1765228684966,0,1,3,3.24,0,0,0,0
353,1765228686597,0,1,3,3.24,0,0,0,0
354,1765228686748,0,1,3,3.24,0,0,0,0
355,1765228693587,0,1,3,3.24,0,0,0,0
356,1765228695390,0,2,3,3.22,0,0,0,0
357,1765228707530,0,1,3,3.24,0,0,0,0
358,1765228713038,0,1,3,3.24,0,0,0,0
359,1765228996496,2,1,3,3.24,0,0,0,0
360,1765229006067,0,1,3,3.24,0,0,0,0
361,1765229006111,0,1,3,3.24,0,0,0,0
362,1765229022965,0,1,3,3.25,0,0,0,0
363,1765229026249,0,16388,4359,3.14,0,0,0,0
364,1765229029780,0,4,3,3.19,0,0,0,0
365,1765229034956,0,4,3,3.11,0,0,0,0
366,1765229046516,0,1,3,3.23,0,0,0,0
367,1765229048215,0,1,3,3.23,0,0,0,0
368,1765229058275,0,1,3,3.24,0,0,0,0
369,1765229058475,0,1,3,3.24,0,0,0,0
370,1765229067214,0,1,3,3.24,0,0,0,0
371,1765229072470,0,1,3,3.24,0,0,0,0
372,1765229086300,0,1,3,3.24,0,0,0,0
373,1765229089599,0,4,3,3.2,0,0,0,0
374,1765229092882,0,4,3,3.17,0,0,0,0
375,1765229094560,0,4,3,3.17,0,0,0,0
376,1765229101561,0,1,3,3.24,0,0,0,0
377,1765229103379,0,1,3,3.24,0,0,0,0
378,1765229107002,0,1,3,3.24,0,0,0,0
379,1765229108611,0,1,3,3.24,0,0,0,0
380,1765229117379,0,1,3,3.24,0,0,0,0
381,1765229123295,0,1,3,3.25,0,0,0,0
382,1765229125113,0,1,3,3.25,0,0,0,0
383,1765229130439,0,1,3,3.25,0,0,0,0
384,1765229130622,0,1,3,3.25,0,0,0,0
385,1765229134272,0,1,3,3.25,0,0,0,0
386,1765229137622,0,1,3,3.25,0,0,0,0
387,1765229142904,0,1,3,3.25,0,0,0,0
388,1765229151255,0,1,3,3.25,0,0,0,0
389,1765229156280,0,1,3,3.25,0,0,0,0
390,1765229159845,0,1,3,3.25,0,0,0,0
391,1765229174147,0,1,3,3.25,0,0,0,0
392,1765229177465,0,1,3,3.25,0,0,0,0
393,1765229177621,0,1,3,3.25,0,0,0,0
394,1765229183120,0,1,3,3.25,0,0,0,0
395,1765229183784,0,1,3,3.25,0,0,0,0
396,1765229184389,0,1,3,3.25,0,0,0,0
397,1765229185623,0,1,3,3.25,0,0,0,0
398,1765229185811,0,1,3,3.25,0,0,0,0
399,1765229194499,0,1,3,3.25,0,0,0,0
400,1765229195791,0,1,3,3.25,0,0,0,0
401,1765229196408,0,1,3,3.25,0,0,0,0
402,1765229198425,0,1,24579,3.25,0,0,0,0
403,1765229199048,0,1,3,3.25,0,0,0,0
404,1765229199689,0,1,3,3.25,0,0,0,0
405,1765229200448,0,1,3,3.25,0,0,0,0
406,1765229201704,0,1,3,3.25,0,0,0,0
407,1765229202347,0,1,3,3.25,0,0,0,0
408,1765229202942,0,1,3,3.25,0,0,0,0
409,1765229204965,0,1,3,3.25,0,0,0,0
410,1765229205596,0,1,3,3.25,0,0,0,0
411,1765229207618,0,1,3,3.25,0,0,0,0
412,1765229208272,0,1,3,3.25,0,0,0,0
413,1765229212128,0,1,3,3.25,0,0,0,0
414,1765229212902,0,1,3,3.25,0,0,0,0
415,1765229213555,0,1,3,3.25,0,0,0,0
416,1765229216182,0,1,3,3.25,0,0,0,0
417,1765229220057,0,1,3,3.25,0,0,0,0
418,1765229223949,0,1,3,3.25,0,0,0,0
419,1765229228030,0,1,3,3.25,0,0,0,0
420,1765229228648,0,1,3,3.25,0,0,0,0
421,1765229232546,0,1,3,3.25,0,0,0,0
422,1765229234564,0,1,3,3.25,0,0,0,0
423,1765229235229,0,1,3,3.25,0,0,0,0
424,1765229235981,0,1,3,3.25,0,0,0,0
425,1765229239889,0,1,3,3.25,0,0,0,0
426,1765229241675,0,1,3,3.25,0,0,0,0
427,1765229243554,0,1,3,3.25,0,0,0,0
428,1765229255834,0,1,3,3.25,0,0,0,0
429,1765229257585,0,1,3,3.25,0,0,0,0
430,1765229259325,0,1,3,3.25,0,0,0,0
431,1765229262617,0,1,3,3.25,0,0,0,0
432,1765229269482,0,1,3,3.25,0,0,0,0
433,1765229271337,0,1,3,3.25,0,0,0,0
434,1765229273204,0,4,3,3.15,0,0,0,0
435,1765229276762,0,2,3,2.56,0,0,0,0
436,1765229280032,2,1,3,2.66,0,0,0,0
437,1765229282312,2,1,3,3.22,0,0,0,0
438,1765229283317,2,1,3,3.22,0,0,0,0
439,1765229284992,2,1,3,3.23,0,0,0,0
440,1765229286767,2,1,3,3.23,0,0,0,0
441,1765229288358,2,1,3,3.23,0,0,0,0
442,1765229288527,2,1,3,3.23,0,0,0,0
443,1765229295179,2,1,3,3.24,0,0,0,0
444,1765229300230,2,1,3,3.24,0,0,0,0
445,1765229302308,2,1,3,3.24,0,0,0,0
446,1765229302332,2,1,3,3.24,0,0,0,0
447,1765229304170,2,1,3,3.24,0,0,0,0
448,1765229304170,2,1,3,3.24,0,0,0,0
449,1765229306263,2,1,3,3.24,0,0,0,0
450,1765229306263,2,1,3,3.24,0,0,0,0
